"SpeciesCode","LifeStage","NumberOfFish","ID","EventID","LocationID","StartDate","FieldSeason","Latitude","Longitude","StreamNumber","Watershed","StreamName","ForkLength","FishWeight","FultonConditionFactor","RiverReach"
"SH","YoY",1,338193,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",58,2.34,1.19931116486941,"PacificWay"
"SH","YoY",1,338195,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",74,4.75,1.17219118314809,"PacificWay"
"SH","YoY",1,338196,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",42,0.52,0.701868048806824,"PacificWay"
"SH","YoY",1,338197,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",66,2.93,1.01914461418594,"PacificWay"
"SH","YoY",1,338198,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",66,3.13,1.0887107994546,"PacificWay"
"SH","YoY",1,338199,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",62,2.48,1.04058272632674,"PacificWay"
"SH","YoY",1,338200,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",61,2.37,1.04414025843573,"PacificWay"
"SH","YoY",1,338201,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",39,NA,NA,"PacificWay"
"SH","YoY",1,338202,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",61,2.47,1.08819680942458,"PacificWay"
"SH","YoY",1,338212,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",66,3.26,1.13392881987923,"PacificWay"
"SH","1+",1,338213,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",98,10.12,1.07523225866773,"PacificWay"
"SH","YoY",1,338214,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",62,2.79,1.17065556711759,"PacificWay"
"SH","YoY",1,338216,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",64,3.06,1.16729736328125,"PacificWay"
"SH","YoY",1,338217,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",54,1.5,0.952598689224204,"PacificWay"
"SH","YoY",1,338218,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",67,3.4,1.13045820130801,"PacificWay"
"SH","YoY",1,338219,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",44,0.79,0.927404207362885,"PacificWay"
"SH","YoY",1,338220,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",68,3.37,1.07177386525544,"PacificWay"
"SH","YoY",1,338221,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",50,1.24,0.992,"PacificWay"
"SH","YoY",1,338222,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",70,3.33,0.970845481049563,"PacificWay"
"SH","YoY",1,338223,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",58,2.02,1.03530280044282,"PacificWay"
"SH","YoY",1,338232,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",42,1.07,1.44422848504481,"PacificWay"
"SH","1+",1,338233,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",95,9.59,1.1185303980172,"PacificWay"
"SH","YoY",1,338234,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",76,5.01,1.14129246245808,"PacificWay"
"SH","YoY",1,338235,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",51,1.31,0.987553806605303,"PacificWay"
"SH","YoY",1,338236,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",68,3.07,0.976363728882556,"PacificWay"
"SH","YoY",23,338243,14439,13,2020-07-30,2020,37.876118,-122.58216,"20","Redwood Creek","Redwood Creek Mainstem",NA,NA,NA,"PacificWay"
"SH","YoY",1,338248,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",51,1.09,0.821705075725023,"PacificWay"
"SH","YoY",1,338249,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",55,1.37,0.823441021788129,"PacificWay"
"SH","YoY",1,338250,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",73,5.33,1.37012007187347,"PacificWay"
"SH","YoY",1,338252,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",66,3.55,1.2347997885188,"PacificWay"
"SH","YoY",1,338256,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",65,3.4,1.23805188893946,"PacificWay"
"SH","YoY",1,338258,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",75,4.86,1.152,"PacificWay"
"SH","YoY",1,338263,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",51,2.18,1.64341015145005,"PacificWay"
"SH","1+",1,338264,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",143,31.44,1.07516328358423,"PacificWay"
"SH","1+",1,338265,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",123,18.98,1.01995467704033,"PacificWay"
"SH","YoY",1,338267,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",43,0.99,1.24517338096017,"PacificWay"
"SH","1+",1,338270,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",103,11.31,1.03502521672842,"PacificWay"
"SH","1+",1,338271,14440,17,2020-07-30,2020,37.877861,-122.579412,"24","Redwood Creek","Redwood Creek Mainstem",112,14.66,1.04346984329446,"PacificWay"
"SH","YoY",1,338277,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",43,0.93,1.16970832756864,"PacificWay"
"SH","YoY",1,338278,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",42,0.72,0.971817298347911,"PacificWay"
"SH","YoY",1,338279,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",59,2.3,1.11988080572989,"PacificWay"
"SH","YoY",1,338280,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",56,2.54,1.44633746355685,"PacificWay"
"SH","YoY",1,338281,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",44,1.35,1.58480465815177,"PacificWay"
"SH","YoY",1,338287,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",51,1.89,1.42479136983513,"PacificWay"
"SH","YoY",1,338288,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",66,3.59,1.24871302557253,"PacificWay"
"SH","YoY",1,338289,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",56,2.47,1.4064777696793,"PacificWay"
"SH","YoY",1,338291,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",55,1.56,0.937640871525169,"PacificWay"
"SH","YoY",1,338292,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",66,3.62,1.25914795336283,"PacificWay"
"SH","1+",1,338293,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",116,18.25,1.16920025421296,"PacificWay"
"SH","1+",1,338294,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",116,17.13,1.09744659477633,"PacificWay"
"SH","YoY",1,338295,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",39,NA,NA,"PacificWay"
"SH","YoY",1,338296,14441,22,2020-07-30,2020,37.880695,-122.57684,"29","Redwood Creek","Redwood Creek Mainstem",47,1.63,1.56997967695019,"PacificWay"
"SH","YoY",1,338303,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",68,3.36,1.06859352737635,"KentCreekTrail"
"SH","YoY",1,338304,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",62,3.22,1.35107918498876,"KentCreekTrail"
"SH","YoY",1,338305,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",60,3.12,1.44444444444444,"KentCreekTrail"
"SH","YoY",1,338306,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",44,1.15,1.35001878287002,"KentCreekTrail"
"SH","YoY",1,338307,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",44,1.05,1.23262584522915,"KentCreekTrail"
"SH","1+",1,338308,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",143,32.08,1.09704955907704,"KentCreekTrail"
"SH","YoY",1,338309,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",66,3.54,1.23132147925536,"KentCreekTrail"
"SH","1+",1,338311,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",109,15.42,1.19070692625416,"KentCreekTrail"
"SH","1+",1,338314,14442,25,2020-07-30,2020,37.881622,-122.575398,"31","Redwood Creek","Redwood Creek Mainstem",118,18.45,1.12292396009329,"KentCreekTrail"
"SH","YoY",1,338329,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",61,2.43,1.07057418902904,"KentCreekTrail"
"SH","YoY",1,338330,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",73,4.21,1.08221491605765,"KentCreekTrail"
"SH","YoY",1,338331,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",76,4.19,0.954494095349176,"KentCreekTrail"
"SH","YoY",1,338333,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",67,3.17,1.05398602886658,"KentCreekTrail"
"SH","YoY",1,338335,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",73,3.71,0.95368582863988,"KentCreekTrail"
"SH","YoY",1,338345,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",50,1.44,1.152,"KentCreekTrail"
"SH","1+",1,338346,14443,31,2020-08-03,2020,37.884512,-122.571257,"37","Redwood Creek","Redwood Creek Mainstem",125,17.92,0.917504,"KentCreekTrail"
"SH","YoY",1,338354,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",84,6.64,1.12028938559551,"KentCreekTrail"
"SH","YoY",1,338355,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",62,2.2,0.923097579805982,"KentCreekTrail"
"SH","YoY",1,338356,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",54,1.61,1.02245592643398,"KentCreekTrail"
"SH","YoY",1,338357,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",71,3.48,0.9723087583226,"KentCreekTrail"
"SH","1+",1,338359,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",96,9.69,1.09524197048611,"KentCreekTrail"
"SH","YoY",1,338360,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",57,1.6,0.863963540738581,"KentCreekTrail"
"SH","YoY",1,338361,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",65,2.82,1.02685480200273,"KentCreekTrail"
"SH","YoY",1,338362,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",65,2.77,1.00864815657715,"KentCreekTrail"
"SH","YoY",1,338364,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",54,1.68,1.06691053193111,"KentCreekTrail"
"SH","YoY",1,338365,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",54,1.78,1.13041711121272,"KentCreekTrail"
"SH","YoY",1,338366,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",62,2.52,1.05736631868685,"KentCreekTrail"
"SH","1+",1,338367,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",128,20.99,1.00088119506836,"KentCreekTrail"
"SH","YoY",1,338368,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",71,3.42,0.955544814213589,"KentCreekTrail"
"SH","YoY",1,338369,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",64,2.63,1.00326538085938,"KentCreekTrail"
"SH","YoY",1,338370,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",54,1.41,0.895442767870751,"KentCreekTrail"
"SH","YoY",1,338371,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",64,3,1.1444091796875,"KentCreekTrail"
"SH","1+",1,338372,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",136,26.37,1.04831887339711,"KentCreekTrail"
"SH","YoY",1,338373,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",76,4.62,1.05244933663799,"KentCreekTrail"
"SH","YoY",1,338374,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",77,4.84,1.06016432547045,"KentCreekTrail"
"SH","1+",1,338375,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",126,20.69,1.0343055505565,"KentCreekTrail"
"SH","YoY",1,338376,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",78,5.32,1.12105733407509,"KentCreekTrail"
"SH","YoY",1,338378,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",64,2.85,1.08718872070312,"KentCreekTrail"
"SH","YoY",1,338380,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",72,3.47,0.929676783264746,"KentCreekTrail"
"SH","YoY",1,338381,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",72,4.06,1.08774862825789,"KentCreekTrail"
"SH","YoY",1,338382,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",68,3.19,1.01452778343171,"KentCreekTrail"
"SH","YoY",1,338383,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",55,1.3,0.781367392937641,"KentCreekTrail"
"SH","YoY",1,338384,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",64,2.48,0.946044921875,"KentCreekTrail"
"SH","YoY",1,338385,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",65,3.16,1.15065999089668,"KentCreekTrail"
"SH","1+",1,338386,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",112,13.6,0.968021137026239,"KentCreekTrail"
"SH","YoY",1,338387,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",59,1.8,0.876428456658178,"KentCreekTrail"
"SH","YoY",1,338388,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",67,3.41,1.13378307837068,"KentCreekTrail"
"SH","1+",1,338389,14444,36,2020-08-03,2020,37.885311,-122.568115,"41","Redwood Creek","Redwood Creek Mainstem",114,16.45,1.11032814415232,"KentCreekTrail"
