"Sample_ID","BasinWideUnit","Creek","SpeciesCode","FieldSeason","LifeStage","ForkLength","FishWeight","FultonConditionFactor","Latitude","Longitude","HabitatType","Length_m","EstWidth_m","EstSurfaceArea_msq","MaxDepth_m","CrestDepth_m","ResidualPoolDepth_m","SectionNum","RiverReach","Gastropoda_snail","Isopoda","Megaloptera","Coleoptera","Diptera","Littorinimorpha","Hemiptera","Trichoptera","Araneae","Amphipoda","Hymenoptera","Psocodea","Ephemeroptera","Plecoptera","Lepidoptera","Acari","Neuroptera","Oligochaeta","Bivalvia","Decapoda","Annelida","Odonata","Diplopoda","Thysanoptera","Siphonaptera","Slug","Salmoniformes","Collembola","Orthoptera"
57.2,57,"Redwood Creek Mainstem","SH","2020","YoY",58,2.12,1.086555414,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.3,57,"Redwood Creek Mainstem","SH","2020","YoY",56,2.91,1.657024417,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.4,57,"Redwood Creek Mainstem","SH","2020","YoY",65,3.48,1.267182522,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.5,57,"Redwood Creek Mainstem","SH","2020","YoY",80,5.48,1.0703125,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,1,3,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57.6,57,"Redwood Creek Mainstem","SH","2020","1+",111,12.72,0.930075437,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.7,57,"Redwood Creek Mainstem","SH","2020","YoY",66,3.41,1.186103459,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.8,57,"Redwood Creek Mainstem","SH","2020","1+",141,28.9,1.030956889,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",12,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.9,57,"Redwood Creek Mainstem","SH","2020","1+",92,7.33,0.94132695,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.91,57,"Redwood Creek Mainstem","SH","2020","1+",124,19.98,1.047925548,37.866513,-122.579249,"Mid-Channel Pool",25.8,4.1,105.78,0.87,0.06,0.81,5,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.1,109,"Redwood Creek Mainstem","SH","2020","YoY",55,2.16,1.298271976,37.86978,-122.58167,"Mid-Channel Pool",5.6,1.5,8.4,0.36,0.1,0.26,10,"Highway1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.2,109,"Redwood Creek Mainstem","SH","2020","1+",106,11.94,1.002505424,37.86978,-122.58167,"Mid-Channel Pool",5.6,1.5,8.4,0.36,0.1,0.26,10,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.3,109,"Redwood Creek Mainstem","SH","2020","1+",95,10.17,1.186178743,37.86978,-122.58167,"Mid-Channel Pool",5.6,1.5,8.4,0.36,0.1,0.26,10,"Highway1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.4,109,"Redwood Creek Mainstem","SH","2020","YoY",66,3.08,1.071319253,37.86978,-122.58167,"Mid-Channel Pool",5.6,1.5,8.4,0.36,0.1,0.26,10,"Highway1",0,0,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.1,148,"Redwood Creek Mainstem","SH","2020","1+",119,17.03,1.010587132,37.872729,-122.582945,"Mid-Channel Pool",20.3,4,81.2,0.67,0.06,0.61,14,"Highway1",0,0,0,1,4,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.2,148,"Redwood Creek Mainstem","SH","2020","YoY",54,1.59,1.009754611,37.872729,-122.582945,"Mid-Channel Pool",20.3,4,81.2,0.67,0.06,0.61,14,"Highway1",0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.3,148,"Redwood Creek Mainstem","SH","2020","YoY",66,2.98,1.036536161,37.872729,-122.582945,"Mid-Channel Pool",20.3,4,81.2,0.67,0.06,0.61,14,"Highway1",0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.4,148,"Redwood Creek Mainstem","SH","2020","YoY",60,2.52,1.166666667,37.872729,-122.582945,"Mid-Channel Pool",20.3,4,81.2,0.67,0.06,0.61,14,"Highway1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.1,196,"Redwood Creek Mainstem","SH","2020","1+",115,15.11,0.993507027,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.2,196,"Redwood Creek Mainstem","SH","2020","YoY",66,3.13,1.088710799,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.3,196,"Redwood Creek Mainstem","SH","2020","YoY",61,2.47,1.088196809,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.4,196,"Redwood Creek Mainstem","SH","2020","1+",98,10.12,1.075232259,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.5,196,"Redwood Creek Mainstem","SH","2020","YoY",68,3.37,1.071773865,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.6,196,"Redwood Creek Mainstem","SH","2020","1+",95,9.59,1.118530398,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.7,196,"Redwood Creek Mainstem","SH","2020","YoY",76,3.07,0.699354862,37.876118,-122.58216,"Scour Pool",14.5,8,116,1.2,0.1,1.1,20,"FrankValley",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.1,240,"Redwood Creek Mainstem","SH","2020","YoY",73,5.33,1.370120072,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.2,240,"Redwood Creek Mainstem","SH","2020","YoY",66,3.55,1.234799789,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.3,240,"Redwood Creek Mainstem","SH","2020","YoY",65,3.4,1.238051889,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.4,240,"Redwood Creek Mainstem","SH","2020","1+",143,31.44,1.075163284,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.5,240,"Redwood Creek Mainstem","SH","2020","1+",123,18.98,1.019954677,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.6,240,"Redwood Creek Mainstem","SH","2020","1+",112,14.66,1.043469843,37.877861,-122.579412,"Mid-Channel Pool",11.6,3.1,35.96,0.58,0.11,0.47,24,"FrankValley",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305.1,305,"Redwood Creek Mainstem","SH","2020","YoY",59,2.3,1.119880806,37.880695,-122.57684,"Mid-Channel Pool",15.6,4.7,73.32,0.79,0.07,0.72,29,"KentCreekTrail",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305.2,305,"Redwood Creek Mainstem","SH","2020","YoY",66,3.59,1.248713026,37.880695,-122.57684,"Mid-Channel Pool",15.6,4.7,73.32,0.79,0.07,0.72,29,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.1,322,"Redwood Creek Mainstem","SH","2020","YoY",60,3.12,1.444444444,37.881622,-122.575398,"Mid-Channel Pool",16.8,1.9,31.92,0.4,0.1,0.3,31,"KentCreekTrail",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.2,322,"Redwood Creek Mainstem","SH","2020","1+",143,32.08,1.097049559,37.881622,-122.575398,"Mid-Channel Pool",16.8,1.9,31.92,0.4,0.1,0.3,31,"KentCreekTrail",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.3,322,"Redwood Creek Mainstem","SH","2020","1+",118,18.45,1.12292396,37.881622,-122.575398,"Mid-Channel Pool",16.8,1.9,31.92,0.4,0.1,0.3,31,"KentCreekTrail",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386.1,386,"Redwood Creek Mainstem","SH","2020","YoY",58,2.2,1.127557505,37.884512,-122.571257,"Riffle",5.9,1.8,10.62,NA,NA,NA,37,"KentCreekTrail",0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.1,387,"Redwood Creek Mainstem","SH","2020","YoY",69,3.48,1.059331708,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.2,387,"Redwood Creek Mainstem","SH","2020","YoY",72,3.71,0.993977195,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.3,387,"Redwood Creek Mainstem","SH","2020","1+",108,13.4,1.063735203,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.4,387,"Redwood Creek Mainstem","SH","2020","YoY",63,2.6,1.039804517,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.5,387,"Redwood Creek Mainstem","SH","2020","YoY",69,3.56,1.083684161,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.6,387,"Redwood Creek Mainstem","SH","2020","1+",107,11.61,0.947721835,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.7,387,"Redwood Creek Mainstem","SH","2020","1+",104,10.96,0.974340009,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.8,387,"Redwood Creek Mainstem","SH","2020","1+",113,13.44,0.931459418,37.884512,-122.571257,"Mid-Channel Pool",17.5,6.1,106.75,0.66,0.1,0.56,37,"KentCreekTrail",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.1,389,"Redwood Creek Mainstem","SH","2020","1+",91,10.03,1.330996018,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,1,18,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.2,389,"Redwood Creek Mainstem","SH","2020","YoY",70,3.86,1.125364431,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.3,389,"Redwood Creek Mainstem","SH","2020","1+",104,10.75,0.955671086,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.4,389,"Redwood Creek Mainstem","SH","2020","YoY",59,2.22,1.08092843,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.5,389,"Redwood Creek Mainstem","SH","2020","YoY",60,2.5,1.157407407,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.6,389,"Redwood Creek Mainstem","SH","2020","1+",114,15.73,1.061730195,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.7,389,"Redwood Creek Mainstem","SH","2020","1+",164,46.5,1.054196109,37.884512,-122.571257,"Mid-Channel Pool",17.7,5.3,93.81,1.05,0.1,0.95,37,"KentCreekTrail",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.1,431,"Redwood Creek Mainstem","SH","2020","1+",84,6.64,1.120289386,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.2,431,"Redwood Creek Mainstem","SH","2020","YoY",71,3.48,0.972308758,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.3,431,"Redwood Creek Mainstem","SH","2020","1+",96,9.69,1.09524197,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.4,431,"Redwood Creek Mainstem","SH","2020","YoY",65,2.77,1.008648157,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.5,431,"Redwood Creek Mainstem","SH","2020","1+",128,20.99,1.000881195,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.6,431,"Redwood Creek Mainstem","SH","2020","1+",136,26.37,1.048318873,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,1,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.7,431,"Redwood Creek Mainstem","SH","2020","YoY",76,4.62,1.052449337,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.8,431,"Redwood Creek Mainstem","SH","2020","YoY",64,2.85,1.087188721,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.9,431,"Redwood Creek Mainstem","SH","2020","YoY",72,4.06,1.087748628,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.91,431,"Redwood Creek Mainstem","SH","2020","1+",112,13.6,0.968021137,37.885311,-122.568115,"Mid-Channel Pool",26.5,5.1,135.15,0.72,0.05,0.67,41,"KentCreekTrail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468.1,468,"Redwood Creek Mainstem","SH","2020","YoY",59,2.18,1.061452242,37.887009,-122.566678,"Scour Pool",19.6,2.8,54.88,0.56,0.06,0.5,44,"KentCreekTrail",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.1,560,"Redwood Creek Mainstem","SH","2020","YoY",52,1.5,1.06679563,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560.3,560,"Redwood Creek Mainstem","SH","2020","YoY",61,2.16,0.951621501,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.5,560,"Redwood Creek Mainstem","SH","2020","1+",86,6.95,1.092671086,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560.6,560,"Redwood Creek Mainstem","SH","2020","YoY",61,3.1,1.365753081,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.7,560,"Redwood Creek Mainstem","SH","2020","YoY",50,1.31,1.048,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.8,560,"Redwood Creek Mainstem","SH","2020","1+",90,7.54,1.034293553,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.9,560,"Redwood Creek Mainstem","SH","2020","YoY",56,1.71,0.973715379,37.891506,-122.570365,"Mid-Channel Pool",24.2,6,145.2,0.5,0.06,0.44,51,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570.1,570,"Redwood Creek Mainstem","CO","2020","YoY",67,3.12,1.037361644,37.891777,-122.571389,"Scour Pool",20.7,5.4,111.78,0.68,0.11,0.57,52,"Dipsea",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593.1,593,"Redwood Creek Mainstem","CO","2020","YoY",71,3.72,1.039364535,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593.2,593,"Redwood Creek Mainstem","CO","2020","YoY",62,2.72,1.14128428,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593.3,593,"Redwood Creek Mainstem","SH","2020","YoY",60,2.05,0.949074074,37.892846,-122.573028,"Mid-Channel Pool",34.6,3.7,128.02,0.86,0.07,0.79,54,"Dipsea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
